 5.720380000 3472.754938570  1.123120550
 5.720380000 4318.135913234  1.352042491
 5.720380000 3930.157646363  1.254695300
 5.720380000 3766.859345073  1.212689782
 5.720380000 3712.602799472  1.198540733
 5.720380000 3694.186765326  1.193670406
 5.720390000 3685.854520206  1.191434854
 5.720410000 3681.275154600  1.190184015
 5.720500000 3679.459911787  1.189616186
 5.720660000 3682.388996052  1.190218885
 5.720830000 3683.576002892  1.190386803
 5.720990000 3684.777776647  1.190561632
 5.721160000 3686.158207146  1.190777087
 5.721320000 3687.578609937  1.191014776
 5.721490000 3689.151443519  1.191275564
 5.721650000 3690.546510709  1.191490096
 5.721820000 3691.318879087  1.191548260
 5.721980000 3692.482595208  1.191695219
 5.722150000 3693.339264897  1.191773936
 5.722310000 3694.885085898  1.192022588
 5.722480000 3696.227900079  1.192220360
 5.722640000 3697.810671924  1.192485193
 5.722810000 3698.407656134  1.192487380
 5.722970000 3699.797773747  1.192687216
 5.723140000 3700.712792159  1.192787774
 5.723300000 3702.392569001  1.193051488
 5.723470000 3703.287596201  1.193121521
 5.723640000 3704.871597399  1.193372705
 5.723800000 3705.428638964  1.193355319
 5.723970000 3706.832884168  1.193552806
 5.724130000 3707.916204661  1.193668063
 5.724300000 3709.416088005  1.193889494
 5.724460000 3710.571124059  1.194015198
 5.724630000 3711.899190239  1.194194571
 5.724800000 3713.114714663  1.194332794
 5.724960000 3714.237744762  1.194449157
 5.725130000 3715.020717727  1.194485538
 5.725300000 3715.961412658  1.194541259
 5.725460000 3717.181803148  1.194688281
 5.725630000 3718.573520625  1.194857735
 5.725790000 3719.548654749  1.194933886
 5.725960000 3720.330725708  1.194945978
 5.726130000 3721.651491455  1.195101108
 5.726290000 3722.915138001  1.195238418
 5.726460000 3723.852737334  1.195290177
 5.726630000 3725.112373487  1.195426162
 5.726800000 3726.076721236  1.195484328
 5.726960000 3727.213165545  1.195580795
 5.727130000 3728.003204990  1.195592141
 5.727300000 3728.795899387  1.195588453
 5.727460000 3729.853403988  1.195662355
 5.727630000 3730.443921897  1.195616426
 5.727800000 3731.423065164  1.195663328
 5.727970000 3732.574486788  1.195754344
 5.728130000 3733.550444239  1.195797764
 5.728300000 3734.662982332  1.195875604
 5.728470000 3735.458451784  1.195873677
 5.728640000 3736.469472534  1.195915607
 5.728800000 3737.415773719  1.195943900
 5.728970000 3738.385344674  1.195973337
 5.729140000 3739.567704171  1.196056625
 5.729310000 3740.168961151  1.195985737
 5.729480000 3741.405140670  1.196081736
 5.729640000 3742.397062948  1.196105161
 5.729810000 3743.323188519  1.196114259
 5.729980000 3744.320821942  1.196142026
 5.730150000 3745.209274514  1.196133745
 5.730320000 3745.975161618  1.196095511
 5.730490000 3746.848984011  1.196084234
 5.730650000 3747.930907777  1.196128796
 5.730820000 3748.687488308  1.196080290
 5.730990000 3749.465955587  1.196041753
 5.731160000 3750.696072664  1.196116867
 5.731330000 3751.722816300  1.196136088
 5.731500000 3752.526034163  1.196092885
 5.731670000 3753.295251976  1.196043727
 5.731840000 3754.270610603  1.196045284
 5.732010000 3755.154652073  1.196017477
 5.732180000 3756.214037453  1.196033905
 5.732350000 3757.258147984  1.196048993
 5.732520000 3758.110503805  1.196007768
 5.732690000 3758.961131930  1.195966687
 5.732860000 3759.890840506  1.195948217
 5.733030000 3760.807973744  1.195922847
 5.733200000 3761.924875645  1.195951649
 5.733370000 3762.598908591  1.195859047
 5.733540000 3763.636538277  1.195861664
 5.733710000 3764.651762882  1.195856067
 5.733880000 3765.395980470  1.195775287
 5.734050000 3766.431754394  1.195768776
 5.734220000 3767.256306830  1.195704767
 5.734400000 3768.238527274  1.195680051
 5.734570000 3769.199846269  1.195645281
 5.734740000 3770.003693626  1.195567408
 5.734910000 3770.852509508  1.195495264
 5.735080000 3771.826695170  1.195460180
 5.735260000 3772.688531610  1.195391101
 5.735430000 3773.354995622  1.195265921
 5.735600000 3774.170101791  1.195180709
 5.735770000 3775.070235965  1.195110685
 5.735950000 3775.809123192  1.195001479
 5.736120000 3776.821497851  1.194961926
 5.736290000 3777.585059729  1.194851749
 5.736470000 3778.484380787  1.194776204
 5.736640000 3779.167582214  1.194643132
 5.736810000 3780.117851343  1.194581937
 5.736990000 3781.022388637  1.194506230
 5.737160000 3781.995933599  1.194449625
 5.737340000 3782.858388936  1.194355093
 5.737510000 3783.545163183  1.194212573
 5.737690000 3784.335814782  1.194097090
 5.737860000 3785.325883171  1.194034341
 5.738040000 3786.021459840  1.193888572
 5.738210000 3786.866320357  1.193776947
 5.738390000 3787.830712410  1.193700460
 5.738570000 3788.561470283  1.193554362
 5.738740000 3789.304792718  1.193413420
