 0.000000022 2668.411214953 -0.000370278
 0.000000079 1148.766355140 -0.000061813
 0.000000274 962.597451147 -0.000013423
 0.000000933 918.374511470 -0.000003763
 0.000003165 880.981648258 -0.000001595
 0.000010722 791.893457944 -0.000001118
 0.000036312 587.071877655 -0.000001334
 0.000122971 335.471707732 -0.000003307
 0.000416430 191.693797791 -0.000001000
 0.001410180 116.280203908 -0.000177698
 0.004775390 106.654885302 -0.000083642
 0.016171200 105.597621071  0.000144998
 0.051743000 106.146644010 -0.000041284
 0.098219700 105.183517417  0.000198109
 0.140987000 102.992523364 -0.000130578
 0.179771000 102.806287171 -0.000089935
 0.219806000 103.669498726 -0.000349778
 0.265282000 104.646219201  0.000668031
 0.312649000 105.525743415  0.000312876
 0.363109000 105.690569244  0.000003172
 0.411229000 104.957179269 -0.001001963
 0.461622000 105.682073067  0.000569343
 0.511263000 105.467799490 -0.000075099
 0.561968000 105.942395922  0.000649690
 0.612810000 105.683262532  0.000185425
 0.663202000 106.009345794 -0.000182534
 0.714285000 105.604587935 -0.000564362
 0.764564000 105.673406967  0.000165294
 0.815254000 105.748173322 -0.000100391
 0.865551000 106.020390824  0.000057290
 0.916586000 105.799660153  0.000042351
 0.967028000 105.607136788 -0.000181139
 1.017890000 105.891758709 -0.000083031
 1.068740000 105.806966865  0.000403071
 1.119680000 105.486661003 -0.000618315
 1.169930000 105.603058624 -0.000447418
 1.220210000 105.821070518 -0.000190551
 1.270530000 105.684961767  0.000248552
 1.321420000 105.765845370 -0.000114680
 1.371730000 105.639252336  0.000034269
 1.421770000 105.458793543 -0.000004582
 1.472340000 105.411894647  0.000445669
 1.522260000 105.888870008 -0.000310165
 1.573040000 105.956839422  0.000125609
 1.624800000 105.712489380 -0.000138488
 1.675670000 105.944095157  0.000082803
 1.725490000 105.053865760 -0.000173902
 1.776220000 105.333220051  0.001341900
 1.826510000 105.614103653  0.000025500
 1.876740000 105.724384027  0.000546172
 1.927570000 105.532880204  0.000436835
 1.978000000 105.465760408 -0.000256073
 2.030080000 106.328292268  0.000253942
 2.082380000 105.432455395  0.000277148
 2.132470000 105.330841121  0.000675879
 2.183210000 105.786236194  0.000108889
 2.233590000 105.875615973  0.000581330
 2.284820000 105.707901444  0.000295680
 2.335540000 105.903823280  0.000017506
 2.386370000 105.682073067  0.000048249
 2.436660000 105.484791844  0.001686852
 2.486710000 105.956839422 -0.000270999
 2.537440000 106.144604928  0.000664025
 2.588930000 105.627527613  0.000140185
 2.639070000 105.923364486 -0.000563947
 2.690710000 105.775191164 -0.000173151
 2.740840000 104.475106202 -0.000280832
 2.792030000 105.976550552 -0.000106112
 2.842820000 105.679864061 -0.000109652
 2.893030000 105.398810535 -0.000857675
 2.943480000 105.099065421  0.000112097
 2.993910000 105.627527613 -0.000247089
 3.043860000 104.884451997 -0.000178230
 3.094540000 105.909770603 -0.000212653
 3.145540000 105.934579439  0.000100314
 3.196310000 105.375870858  0.000152016
 3.246600000 105.722175021 -0.000012288
 3.296660000 105.306542056  0.000589674
 3.347060000 105.782158029 -0.000066463
 3.397990000 105.812914189  0.000029359
 3.448370000 105.662701784 -0.000091513
 3.499420000 105.581478335 -0.000074544
 3.549870000 105.553610875  0.001251493
 3.600750000 105.827697536  0.000360259
 3.651090000 105.658963466  0.000280585
 3.701400000 105.757009346  0.000219304
 3.752120000 105.727952421 -0.001111389
 3.802830000 105.721155480 -0.000110592
 3.853060000 105.804587935  0.000049110
 3.904040000 105.549702634  0.000038797
 3.955170000 106.013423959 -0.000101665
 4.005300000 105.703483432 -0.001128550
 4.055520000 104.937807986 -0.000104176
 4.106380000 105.619711130  0.000016209
 4.157510000 105.697536109  0.000120105
 4.208310000 105.344774851 -0.000052203
 4.258710000 106.184027188  0.000093642
 4.310280000 106.476805438  0.000291513
 4.362800000 106.034154630 -0.000569799
 4.413730000 105.671367884 -0.000153887
 4.464000000 105.391843670  0.000472077
 4.514840000 105.897026338  0.000104966
 4.564430000 104.821240442 -0.000176015
 4.616270000 106.263891249 -0.000299910
 4.668590000 105.763296517 -0.000300443
 4.719580000 105.661342396  0.000263943
 4.770720000 105.621750212 -0.000015964
 4.821230000 105.409005947  0.000224230
 4.871300000 106.133729822  0.000033357
 4.922840000 105.503823280 -0.000010046
 4.973220000 105.732030586  0.000040067
 5.024150000 105.466610025 -0.000615646
 5.074320000 105.901274427  0.000225214
 5.125430000 105.838062872 -0.000006288
 5.175760000 105.744604928  0.000345816
 5.226350000 104.699745115 -0.001683888
 5.276550000 105.497706032 -0.000188877
 5.326830000 105.418181818 -0.000021086
